date,crop,price_per_quintal_inr,market,state,arrivals_tonnes
2023-04-22,Corn,24.11,Madurai,Maharashtra,2222.4
2023-04-22,Wheat,29.45,Bengaluru APMC,Maharashtra,2867.3
2023-04-22,Rice,34.18,Madurai,Rajasthan,1526.2
2023-04-22,Soybean,53.75,Koyambedu,Gujarat,1191.3
2023-04-22,Cotton,70.1,Mumbai APMC,Tamil Nadu,1158.9
2023-04-23,Tomato,46.92,Delhi Azadpur,Uttar Pradesh,1982.6
2023-04-23,Potato,20.7,Mumbai APMC,Maharashtra,4368.6
2023-04-23,Corn,24.33,Madurai,Uttar Pradesh,420.1
2023-04-23,Wheat,29.77,Coimbatore APMC,Rajasthan,4662.5
2023-04-23,Rice,35.97,Delhi Azadpur,Haryana,3112.3
2023-04-23,Soybean,50.59,Koyambedu,Gujarat,4687.8
2023-04-23,Cotton,69.72,Delhi Azadpur,Tamil Nadu,209.8
2023-04-24,Tomato,46.29,Bengaluru APMC,Uttar Pradesh,1042.5
2023-04-24,Potato,19.38,Chennai APMC,Karnataka,1061.0
2023-04-24,Corn,21.06,Mumbai APMC,Tamil Nadu,1216.3
2023-04-24,Wheat,27.36,Koyambedu,Tamil Nadu,1761.9
2023-04-24,Rice,37.56,Koyambedu,Haryana,3010.8
2023-04-24,Soybean,52.92,Koyambedu,Rajasthan,2419.9
2023-04-24,Cotton,70.0,Madurai,Uttar Pradesh,3630.5
2023-04-25,Tomato,45.92,Koyambedu,Tamil Nadu,2508.2
2023-04-25,Potato,18.92,Coimbatore APMC,Punjab,2186.0
2023-04-25,Corn,24.28,Delhi Azadpur,Andhra Pradesh,156.1
2023-04-25,Wheat,28.1,Chennai APMC,Tamil Nadu,3879.4
2023-04-25,Rice,36.02,Coimbatore APMC,Rajasthan,3060.3
2023-04-25,Soybean,52.18,Bengaluru APMC,Tamil Nadu,2784.9
2023-04-25,Cotton,68.22,Chennai APMC,Haryana,3840.1
2023-04-26,Tomato,45.31,Madurai,Haryana,3521.6
2023-04-26,Potato,19.11,Madurai,Maharashtra,2217.9
2023-04-26,Corn,22.05,Mumbai APMC,Punjab,1008.5
2023-04-26,Wheat,30.66,Bengaluru APMC,Tamil Nadu,1228.9
2023-04-26,Rice,34.43,Koyambedu,Tamil Nadu,1174.3
2023-04-26,Soybean,52.49,Chennai APMC,Tamil Nadu,4372.6
2023-04-26,Cotton,68.11,Coimbatore APMC,Tamil Nadu,429.2
2023-04-27,Tomato,47.84,Madurai,Gujarat,943.9
2023-04-27,Potato,18.96,Chennai APMC,Punjab,1780.9
2023-04-27,Corn,24.22,Coimbatore APMC,Uttar Pradesh,692.1
2023-04-27,Wheat,26.44,Bengaluru APMC,Gujarat,3305.0
2023-04-27,Rice,36.07,Koyambedu,Maharashtra,1288.5
2023-04-27,Soybean,54.0,Coimbatore APMC,Gujarat,3541.0
2023-04-27,Cotton,68.79,Mumbai APMC,Andhra Pradesh,2245.5
2023-04-28,Tomato,47.17,Delhi Azadpur,Punjab,3912.0
2023-04-28,Potato,17.79,Delhi Azadpur,Andhra Pradesh,2657.9
2023-04-28,Corn,24.68,Delhi Azadpur,Punjab,3504.0
2023-04-28,Wheat,32.02,Koyambedu,Tamil Nadu,1765.8
2023-04-28,Rice,35.02,Bengaluru APMC,Gujarat,1434.9
2023-04-28,Soybean,51.9,Coimbatore APMC,Karnataka,4215.1
2023-04-28,Cotton,70.75,Coimbatore APMC,Uttar Pradesh,3722.4
2023-04-29,Tomato,47.83,Coimbatore APMC,Maharashtra,1893.3
2023-04-29,Potato,17.68,Madurai,Tamil Nadu,4890.7
2023-04-29,Corn,21.83,Hyderabad,Gujarat,4767.6
2023-04-29,Wheat,28.04,Chennai APMC,Gujarat,4189.8
2023-04-29,Rice,33.45,Delhi Azadpur,Uttar Pradesh,2961.8
2023-04-29,Soybean,51.09,Delhi Azadpur,Maharashtra,345.6
2023-04-29,Cotton,66.96,Bengaluru APMC,Gujarat,143.3
2023-04-30,Tomato,44.21,Bengaluru APMC,Haryana,2247.9
2023-04-30,Potato,18.31,Coimbatore APMC,Andhra Pradesh,1927.7
2023-04-30,Corn,22.71,Bengaluru APMC,Rajasthan,308.7
2023-04-30,Wheat,30.69,Delhi Azadpur,Tamil Nadu,2730.7
2023-04-30,Rice,33.86,Mumbai APMC,Tamil Nadu,4554.8
2023-04-30,Soybean,53.84,Mumbai APMC,Uttar Pradesh,4060.7
2023-04-30,Cotton,68.04,Coimbatore APMC,Tamil Nadu,1737.7
2023-05-01,Tomato,45.18,Bengaluru APMC,Haryana,3923.9
2023-05-01,Potato,19.27,Chennai APMC,Maharashtra,2788.8
2023-05-01,Corn,20.57,Delhi Azadpur,Rajasthan,2344.3
2023-05-01,Wheat,28.83,Delhi Azadpur,Karnataka,4803.5
2023-05-01,Rice,35.51,Hyderabad,Andhra Pradesh,702.8
2023-05-01,Soybean,53.0,Chennai APMC,Uttar Pradesh,4008.0
2023-05-01,Cotton,68.69,Delhi Azadpur,Maharashtra,4994.1
2023-05-02,Tomato,48.84,Delhi Azadpur,Punjab,2876.9
2023-05-02,Potato,17.2,Chennai APMC,Uttar Pradesh,1840.4
2023-05-02,Corn,21.36,Delhi Azadpur,Tamil Nadu,665.3
2023-05-02,Wheat,27.22,Mumbai APMC,Uttar Pradesh,4245.6
2023-05-02,Rice,34.32,Hyderabad,Gujarat,135.5
2023-05-02,Soybean,51.2,Chennai APMC,Gujarat,233.2
2023-05-02,Cotton,69.94,Mumbai APMC,Gujarat,3206.8
2023-05-03,Tomato,47.18,Coimbatore APMC,Haryana,340.0
2023-05-03,Potato,17.2,Koyambedu,Uttar Pradesh,4490.4
2023-05-03,Corn,20.8,Mumbai APMC,Maharashtra,2230.2
2023-05-03,Wheat,28.76,Delhi Azadpur,Uttar Pradesh,1334.7
2023-05-03,Rice,34.22,Hyderabad,Karnataka,1175.7
2023-05-03,Soybean,53.0,Madurai,Karnataka,4362.6
2023-05-03,Cotton,68.36,Chennai APMC,Andhra Pradesh,616.5
2023-05-04,Tomato,42.67,Chennai APMC,Karnataka,3438.0
2023-05-04,Potato,20.27,Hyderabad,Punjab,257.7
2023-05-04,Corn,24.64,Coimbatore APMC,Tamil Nadu,4760.9
2023-05-04,Wheat,27.03,Delhi Azadpur,Uttar Pradesh,129.8
2023-05-04,Rice,34.37,Mumbai APMC,Rajasthan,3605.7
2023-05-04,Soybean,52.38,Coimbatore APMC,Punjab,590.4
2023-05-04,Cotton,68.45,Hyderabad,Maharashtra,2579.6
2023-05-05,Tomato,45.83,Coimbatore APMC,Andhra Pradesh,1662.7
2023-05-05,Potato,20.86,Mumbai APMC,Haryana,403.4
2023-05-05,Corn,21.58,Bengaluru APMC,Uttar Pradesh,758.2
2023-05-05,Wheat,26.65,Mumbai APMC,Punjab,1708.2
2023-05-05,Rice,32.78,Bengaluru APMC,Punjab,2379.9
2023-05-05,Soybean,50.75,Delhi Azadpur,Tamil Nadu,843.5
2023-05-05,Cotton,67.8,Chennai APMC,Uttar Pradesh,4655.0
2023-05-06,Tomato,47.43,Chennai APMC,Maharashtra,3064.7
2023-05-06,Potato,16.97,Mumbai APMC,Rajasthan,3593.1
2023-05-06,Corn,22.08,Mumbai APMC,Andhra Pradesh,1925.3
2023-05-06,Wheat,27.72,Chennai APMC,Karnataka,1936.4
2023-05-06,Rice,36.52,Koyambedu,Maharashtra,4795.2
2023-05-06,Soybean,55.53,Coimbatore APMC,Rajasthan,4989.2
2023-05-06,Cotton,66.95,Bengaluru APMC,Rajasthan,3678.6
2023-05-07,Tomato,43.9,Chennai APMC,Gujarat,3313.0
2023-05-07,Potato,19.2,Hyderabad,Punjab,1382.5
2023-05-07,Corn,22.66,Delhi Azadpur,Andhra Pradesh,1677.0
2023-05-07,Wheat,30.41,Mumbai APMC,Andhra Pradesh,2306.3
2023-05-07,Rice,35.51,Koyambedu,Andhra Pradesh,2252.8
2023-05-07,Soybean,51.1,Bengaluru APMC,Punjab,444.5
2023-05-07,Cotton,68.52,Koyambedu,Punjab,3284.0
2023-05-08,Tomato,46.2,Coimbatore APMC,Gujarat,3942.2
2023-05-08,Potato,18.77,Coimbatore APMC,Karnataka,4632.3
2023-05-08,Corn,22.3,Coimbatore APMC,Haryana,3386.8
2023-05-08,Wheat,29.14,Madurai,Uttar Pradesh,3989.5
2023-05-08,Rice,36.29,Mumbai APMC,Punjab,633.9
2023-05-08,Soybean,53.61,Bengaluru APMC,Haryana,2549.9
2023-05-08,Cotton,68.51,Madurai,Gujarat,3181.5
2023-05-09,Tomato,44.18,Coimbatore APMC,Karnataka,4388.2
2023-05-09,Potato,17.65,Chennai APMC,Karnataka,647.9
2023-05-09,Corn,23.24,Delhi Azadpur,Rajasthan,3571.3
2023-05-09,Wheat,26.21,Hyderabad,Maharashtra,675.7
2023-05-09,Rice,34.99,Chennai APMC,Haryana,168.5
2023-05-09,Soybean,50.84,Madurai,Maharashtra,705.3
2023-05-09,Cotton,67.48,Bengaluru APMC,Haryana,1804.1
2023-05-10,Tomato,46.25,Bengaluru APMC,Rajasthan,1245.1
2023-05-10,Potato,17.62,Delhi Azadpur,Maharashtra,1717.2
2023-05-10,Corn,21.4,Mumbai APMC,Maharashtra,4971.0
2023-05-10,Wheat,25.29,Chennai APMC,Maharashtra,3706.8
2023-05-10,Rice,35.45,Mumbai APMC,Gujarat,4557.8
2023-05-10,Soybean,52.3,Hyderabad,Haryana,1482.0
2023-05-10,Cotton,70.57,Hyderabad,Karnataka,3680.5
2023-05-11,Tomato,43.77,Koyambedu,Karnataka,4483.2
2023-05-11,Potato,17.56,Mumbai APMC,Gujarat,1927.9
2023-05-11,Corn,21.6,Hyderabad,Karnataka,2567.9
2023-05-11,Wheat,29.59,Delhi Azadpur,Maharashtra,1199.7
2023-05-11,Rice,34.08,Hyderabad,Punjab,289.0
2023-05-11,Soybean,51.65,Bengaluru APMC,Uttar Pradesh,1647.9
2023-05-11,Cotton,68.14,Mumbai APMC,Karnataka,4769.9
2023-05-12,Tomato,44.41,Chennai APMC,Andhra Pradesh,2181.2
2023-05-12,Potato,16.46,Delhi Azadpur,Punjab,542.4
2023-05-12,Corn,21.42,Delhi Azadpur,Karnataka,636.8
2023-05-12,Wheat,28.74,Delhi Azadpur,Gujarat,2222.6
2023-05-12,Rice,32.59,Madurai,Uttar Pradesh,4699.1
2023-05-12,Soybean,51.32,Delhi Azadpur,Maharashtra,4626.4
2023-05-12,Cotton,66.08,Delhi Azadpur,Karnataka,525.1
2023-05-13,Tomato,45.82,Madurai,Tamil Nadu,3012.0
2023-05-13,Potato,14.74,Chennai APMC,Rajasthan,2712.7
2023-05-13,Corn,20.18,Coimbatore APMC,Tamil Nadu,2467.4
2023-05-13,Wheat,27.59,Chennai APMC,Punjab,1055.5
2023-05-13,Rice,36.37,Bengaluru APMC,Gujarat,2628.4
2023-05-13,Soybean,50.92,Hyderabad,Uttar Pradesh,4594.1
2023-05-13,Cotton,66.19,Koyambedu,Gujarat,4450.0
2023-05-14,Tomato,46.74,Hyderabad,Uttar Pradesh,480.0
2023-05-14,Potato,14.75,Madurai,Uttar Pradesh,3671.6
2023-05-14,Corn,17.62,Koyambedu,Punjab,4028.0
2023-05-14,Wheat,27.58,Coimbatore APMC,Maharashtra,1669.2
2023-05-14,Rice,33.17,Mumbai APMC,Uttar Pradesh,2294.6
2023-05-14,Soybean,49.39,Koyambedu,Punjab,4466.7
2023-05-14,Cotton,67.98,Chennai APMC,Haryana,547.2
2023-05-15,Tomato,44.19,Mumbai APMC,Andhra Pradesh,4215.1
2023-05-15,Potato,15.97,Chennai APMC,Tamil Nadu,1267.3
2023-05-15,Corn,18.9,Bengaluru APMC,Andhra Pradesh,3383.1
2023-05-15,Wheat,28.13,Delhi Azadpur,Gujarat,799.6
2023-05-15,Rice,34.8,Madurai,Gujarat,1448.9
2023-05-15,Soybean,50.67,Coimbatore APMC,Maharashtra,4756.6
2023-05-15,Cotton,69.59,Coimbatore APMC,Tamil Nadu,2199.9
2023-05-16,Tomato,42.11,Hyderabad,Rajasthan,3075.5
2023-05-16,Potato,14.43,Madurai,Tamil Nadu,2119.9
2023-05-16,Corn,19.68,Delhi Azadpur,Haryana,3173.6
2023-05-16,Wheat,26.65,Coimbatore APMC,Punjab,2447.0
2023-05-16,Rice,34.08,Madurai,Uttar Pradesh,4211.4
2023-05-16,Soybean,50.36,Delhi Azadpur,Gujarat,2476.6
2023-05-16,Cotton,67.25,Bengaluru APMC,Punjab,2739.9
2023-05-17,Tomato,41.74,Delhi Azadpur,Maharashtra,1133.7
2023-05-17,Potato,18.78,Delhi Azadpur,Haryana,4848.3
2023-05-17,Corn,20.49,Mumbai APMC,Andhra Pradesh,3329.0
2023-05-17,Wheat,28.29,Koyambedu,Karnataka,2350.4
2023-05-17,Rice,34.13,Mumbai APMC,Maharashtra,1770.5
2023-05-17,Soybean,51.3,Bengaluru APMC,Karnataka,3879.7
2023-05-17,Cotton,67.47,Hyderabad,Gujarat,3025.2
2023-05-18,Tomato,44.19,Coimbatore APMC,Tamil Nadu,1490.1
2023-05-18,Potato,17.48,Coimbatore APMC,Haryana,351.0
2023-05-18,Corn,22.51,Mumbai APMC,Uttar Pradesh,3391.2
2023-05-18,Wheat,26.81,Bengaluru APMC,Haryana,4054.7
2023-05-18,Rice,34.58,Bengaluru APMC,Haryana,1340.5
2023-05-18,Soybean,50.38,Chennai APMC,Uttar Pradesh,2453.3
2023-05-18,Cotton,68.68,Coimbatore APMC,Punjab,3199.5
2023-05-19,Tomato,42.4,Chennai APMC,Uttar Pradesh,2265.8
2023-05-19,Potato,19.12,Coimbatore APMC,Karnataka,2703.3
2023-05-19,Corn,20.36,Koyambedu,Punjab,689.6
2023-05-19,Wheat,24.27,Chennai APMC,Tamil Nadu,4021.9
2023-05-19,Rice,33.61,Koyambedu,Punjab,4565.5
2023-05-19,Soybean,49.4,Koyambedu,Tamil Nadu,2617.3
2023-05-19,Cotton,67.68,Mumbai APMC,Rajasthan,1032.3
2023-05-20,Tomato,42.34,Madurai,Rajasthan,2007.9
2023-05-20,Potato,15.65,Coimbatore APMC,Uttar Pradesh,4016.4
2023-05-20,Corn,17.48,Mumbai APMC,Punjab,2096.3
2023-05-20,Wheat,25.64,Coimbatore APMC,Tamil Nadu,228.6
2023-05-20,Rice,29.68,Chennai APMC,Rajasthan,557.5
2023-05-20,Soybean,47.94,Bengaluru APMC,Gujarat,259.3
2023-05-20,Cotton,67.46,Delhi Azadpur,Uttar Pradesh,170.0
2023-05-21,Tomato,44.4,Coimbatore APMC,Tamil Nadu,1398.7
2023-05-21,Potato,16.86,Koyambedu,Haryana,3293.6
2023-05-21,Corn,18.77,Madurai,Uttar Pradesh,4316.8
2023-05-21,Wheat,26.15,Koyambedu,Maharashtra,2547.3
2023-05-21,Rice,33.21,Bengaluru APMC,Tamil Nadu,123.0
2023-05-21,Soybean,48.48,Madurai,Maharashtra,3692.6
2023-05-21,Cotton,68.47,Bengaluru APMC,Andhra Pradesh,4165.8
2023-05-22,Tomato,44.44,Delhi Azadpur,Punjab,2154.5
2023-05-22,Potato,15.79,Chennai APMC,Uttar Pradesh,1406.5
2023-05-22,Corn,20.16,Coimbatore APMC,Maharashtra,1358.1
2023-05-22,Wheat,26.43,Hyderabad,Haryana,1491.6
2023-05-22,Rice,30.06,Koyambedu,Andhra Pradesh,4836.1
2023-05-22,Soybean,49.75,Delhi Azadpur,Gujarat,1457.9
2023-05-22,Cotton,65.1,Coimbatore APMC,Haryana,135.2
2023-05-23,Tomato,41.52,Hyderabad,Haryana,4759.7
2023-05-23,Potato,15.6,Koyambedu,Gujarat,1159.1
2023-05-23,Corn,22.72,Chennai APMC,Haryana,3867.5
2023-05-23,Wheat,26.98,Hyderabad,Punjab,2410.2
2023-05-23,Rice,32.17,Koyambedu,Uttar Pradesh,1695.6
2023-05-23,Soybean,50.88,Koyambedu,Maharashtra,2826.4
2023-05-23,Cotton,68.12,Coimbatore APMC,Gujarat,2987.4
2023-05-24,Tomato,44.31,Koyambedu,Karnataka,2045.8
2023-05-24,Potato,16.02,Hyderabad,Rajasthan,3629.0
2023-05-24,Corn,18.96,Coimbatore APMC,Tamil Nadu,3848.7
2023-05-24,Wheat,26.97,Delhi Azadpur,Haryana,1591.7
2023-05-24,Rice,33.52,Mumbai APMC,Karnataka,230.7
2023-05-24,Soybean,51.27,Bengaluru APMC,Tamil Nadu,1377.3
2023-05-24,Cotton,66.88,Coimbatore APMC,Rajasthan,3983.7
2023-05-25,Tomato,44.4,Hyderabad,Punjab,4799.4
2023-05-25,Potato,15.03,Coimbatore APMC,Punjab,2333.8
2023-05-25,Corn,21.81,Hyderabad,Rajasthan,2796.3
2023-05-25,Wheat,26.13,Koyambedu,Maharashtra,2157.2
2023-05-25,Rice,35.94,Koyambedu,Haryana,680.0
2023-05-25,Soybean,48.8,Chennai APMC,Karnataka,2623.7
2023-05-25,Cotton,68.43,Koyambedu,Karnataka,1027.0
2023-05-26,Tomato,43.03,Koyambedu,Tamil Nadu,4433.2
2023-05-26,Potato,14.76,Hyderabad,Karnataka,3149.5
2023-05-26,Corn,19.01,Hyderabad,Karnataka,3757.5
2023-05-26,Wheat,25.25,Bengaluru APMC,Haryana,95.8
2023-05-26,Rice,33.37,Koyambedu,Haryana,4978.9
2023-05-26,Soybean,50.52,Delhi Azadpur,Rajasthan,1645.8
2023-05-26,Cotton,64.87,Mumbai APMC,Karnataka,750.5
2023-05-27,Tomato,42.6,Coimbatore APMC,Punjab,2620.9
2023-05-27,Potato,18.85,Delhi Azadpur,Gujarat,2341.3
2023-05-27,Corn,22.23,Mumbai APMC,Karnataka,863.0
2023-05-27,Wheat,26.29,Hyderabad,Tamil Nadu,1622.6
2023-05-27,Rice,32.7,Madurai,Karnataka,2378.9
2023-05-27,Soybean,49.82,Chennai APMC,Uttar Pradesh,3522.2
2023-05-27,Cotton,66.56,Coimbatore APMC,Maharashtra,2711.8
2023-05-28,Tomato,41.01,Mumbai APMC,Maharashtra,352.5
2023-05-28,Potato,15.16,Hyderabad,Karnataka,380.5
2023-05-28,Corn,17.04,Coimbatore APMC,Punjab,3162.7
2023-05-28,Wheat,26.14,Coimbatore APMC,Uttar Pradesh,1456.7
2023-05-28,Rice,33.51,Bengaluru APMC,Uttar Pradesh,1868.0
2023-05-28,Soybean,48.82,Bengaluru APMC,Uttar Pradesh,2827.5
2023-05-28,Cotton,67.9,Coimbatore APMC,Maharashtra,2983.6
2023-05-29,Tomato,40.61,Koyambedu,Andhra Pradesh,1435.9
2023-05-29,Potato,13.25,Delhi Azadpur,Maharashtra,677.2
2023-05-29,Corn,19.79,Bengaluru APMC,Punjab,2899.5
2023-05-29,Wheat,27.02,Delhi Azadpur,Gujarat,1086.1
2023-05-29,Rice,34.98,Chennai APMC,Andhra Pradesh,4946.0
2023-05-29,Soybean,48.76,Koyambedu,Karnataka,759.5
2023-05-29,Cotton,67.07,Hyderabad,Tamil Nadu,1650.5
2023-05-30,Tomato,42.3,Chennai APMC,Karnataka,2582.9
2023-05-30,Potato,15.1,Hyderabad,Haryana,3341.0
2023-05-30,Corn,20.68,Mumbai APMC,Uttar Pradesh,2526.9
2023-05-30,Wheat,26.34,Koyambedu,Andhra Pradesh,2822.7
2023-05-30,Rice,29.99,Bengaluru APMC,Haryana,3545.9
2023-05-30,Soybean,51.57,Mumbai APMC,Uttar Pradesh,4201.3
2023-05-30,Cotton,67.43,Mumbai APMC,Rajasthan,437.1
2023-05-31,Tomato,41.33,Coimbatore APMC,Karnataka,4730.2
2023-05-31,Potato,15.86,Delhi Azadpur,Karnataka,4207.4
2023-05-31,Corn,20.01,Hyderabad,Gujarat,3490.7
2023-05-31,Wheat,25.66,Delhi Azadpur,Maharashtra,2811.6
2023-05-31,Rice,31.44,Bengaluru APMC,Punjab,931.2
2023-05-31,Soybean,48.26,Mumbai APMC,Gujarat,3865.2
2023-05-31,Cotton,65.23,Mumbai APMC,Haryana,1108.2
2023-06-01,Tomato,43.93,Coimbatore APMC,Haryana,1902.3
2023-06-01,Potato,15.99,Chennai APMC,Andhra Pradesh,2238.3
2023-06-01,Corn,18.62,Coimbatore APMC,Tamil Nadu,2951.6
2023-06-01,Wheat,26.33,Mumbai APMC,Maharashtra,4559.7
2023-06-01,Rice,27.9,Delhi Azadpur,Rajasthan,4611.7
2023-06-01,Soybean,50.9,Delhi Azadpur,Tamil Nadu,3253.7
2023-06-01,Cotton,62.56,Hyderabad,Haryana,267.4
2023-06-02,Tomato,41.54,Delhi Azadpur,Uttar Pradesh,3145.1
2023-06-02,Potato,13.4,Chennai APMC,Gujarat,4986.3
2023-06-02,Corn,17.14,Hyderabad,Gujarat,910.2
2023-06-02,Wheat,26.82,Koyambedu,Tamil Nadu,1879.2
2023-06-02,Rice,31.38,Madurai,Karnataka,4361.0
2023-06-02,Soybean,49.6,Madurai,Maharashtra,2126.9
2023-06-02,Cotton,65.01,Koyambedu,Tamil Nadu,2244.7
2023-06-03,Tomato,42.71,Chennai APMC,Punjab,532.5
2023-06-03,Potato,15.11,Delhi Azadpur,Andhra Pradesh,3292.8
2023-06-03,Corn,17.07,Chennai APMC,Punjab,4194.5
2023-06-03,Wheat,26.49,Mumbai APMC,Karnataka,4533.3
2023-06-03,Rice,31.25,Mumbai APMC,Rajasthan,120.1
2023-06-03,Soybean,46.66,Bengaluru APMC,Haryana,4196.7
2023-06-03,Cotton,64.35,Chennai APMC,Maharashtra,1005.1
2023-06-04,Tomato,44.15,Madurai,Uttar Pradesh,465.6
2023-06-04,Potato,16.18,Hyderabad,Tamil Nadu,1413.9
2023-06-04,Corn,18.38,Coimbatore APMC,Rajasthan,2075.8
2023-06-04,Wheat,24.38,Chennai APMC,Uttar Pradesh,1405.1
2023-06-04,Rice,31.42,Mumbai APMC,Maharashtra,1740.2
2023-06-04,Soybean,52.02,Koyambedu,Gujarat,486.4
2023-06-04,Cotton,65.48,Koyambedu,Karnataka,3661.3
2023-06-05,Tomato,42.46,Madurai,Punjab,2976.2
2023-06-05,Potato,16.36,Chennai APMC,Karnataka,3954.2
2023-06-05,Corn,19.17,Coimbatore APMC,Punjab,2328.7
2023-06-05,Wheat,24.43,Coimbatore APMC,Uttar Pradesh,4194.7
2023-06-05,Rice,31.52,Coimbatore APMC,Karnataka,1586.9
2023-06-05,Soybean,48.71,Bengaluru APMC,Uttar Pradesh,931.1
2023-06-05,Cotton,64.76,Madurai,Punjab,2099.2
2023-06-06,Tomato,42.82,Coimbatore APMC,Uttar Pradesh,4423.7
2023-06-06,Potato,14.81,Madurai,Uttar Pradesh,1333.8
2023-06-06,Corn,19.83,Hyderabad,Uttar Pradesh,507.4
2023-06-06,Wheat,24.61,Mumbai APMC,Punjab,1776.9
2023-06-06,Rice,31.85,Hyderabad,Karnataka,231.8
2023-06-06,Soybean,45.73,Bengaluru APMC,Karnataka,2712.8
2023-06-06,Cotton,66.1,Coimbatore APMC,Haryana,1767.3
2023-06-07,Tomato,42.16,Delhi Azadpur,Andhra Pradesh,1743.8
2023-06-07,Potato,16.14,Delhi Azadpur,Maharashtra,2590.7
2023-06-07,Corn,14.3,Coimbatore APMC,Uttar Pradesh,1130.4
2023-06-07,Wheat,27.78,Delhi Azadpur,Tamil Nadu,4613.5
2023-06-07,Rice,31.43,Madurai,Gujarat,742.1
2023-06-07,Soybean,50.3,Mumbai APMC,Punjab,2840.7
2023-06-07,Cotton,63.08,Chennai APMC,Punjab,3521.4
2023-06-08,Tomato,42.48,Mumbai APMC,Tamil Nadu,835.8
2023-06-08,Potato,12.98,Hyderabad,Punjab,1716.5
2023-06-08,Corn,17.62,Koyambedu,Karnataka,4570.1
2023-06-08,Wheat,27.43,Delhi Azadpur,Karnataka,2360.9
2023-06-08,Rice,31.27,Madurai,Tamil Nadu,2223.1
2023-06-08,Soybean,48.88,Hyderabad,Haryana,3668.2
2023-06-08,Cotton,65.86,Hyderabad,Andhra Pradesh,1300.2
2023-06-09,Tomato,42.22,Mumbai APMC,Punjab,2438.7
2023-06-09,Potato,14.7,Bengaluru APMC,Uttar Pradesh,248.6
2023-06-09,Corn,19.02,Coimbatore APMC,Rajasthan,583.9
2023-06-09,Wheat,28.08,Bengaluru APMC,Uttar Pradesh,4772.2
2023-06-09,Rice,31.39,Bengaluru APMC,Tamil Nadu,861.9
2023-06-09,Soybean,48.77,Madurai,Uttar Pradesh,4438.6
2023-06-09,Cotton,66.05,Coimbatore APMC,Karnataka,693.0
2023-06-10,Tomato,43.05,Mumbai APMC,Tamil Nadu,4853.1
2023-06-10,Potato,16.17,Delhi Azadpur,Karnataka,4017.4
2023-06-10,Corn,19.35,Hyderabad,Haryana,868.4
2023-06-10,Wheat,22.68,Chennai APMC,Karnataka,1042.0
2023-06-10,Rice,33.84,Madurai,Uttar Pradesh,1572.3
2023-06-10,Soybean,46.67,Madurai,Andhra Pradesh,4295.9
2023-06-10,Cotton,64.84,Bengaluru APMC,Maharashtra,3634.5
2023-06-11,Tomato,40.18,Madurai,Rajasthan,4236.1
2023-06-11,Potato,14.21,Mumbai APMC,Tamil Nadu,2412.9
2023-06-11,Corn,18.8,Mumbai APMC,Maharashtra,2380.5
2023-06-11,Wheat,24.79,Bengaluru APMC,Andhra Pradesh,4568.5
2023-06-11,Rice,31.94,Bengaluru APMC,Gujarat,3545.8
2023-06-11,Soybean,50.73,Koyambedu,Haryana,686.1
2023-06-11,Cotton,64.99,Madurai,Haryana,3877.6
2023-06-12,Tomato,40.86,Delhi Azadpur,Haryana,3004.8
2023-06-12,Potato,15.67,Koyambedu,Punjab,2467.1
2023-06-12,Corn,20.01,Chennai APMC,Andhra Pradesh,4433.7
2023-06-12,Wheat,22.39,Madurai,Andhra Pradesh,1877.2
2023-06-12,Rice,32.12,Mumbai APMC,Rajasthan,4125.0
2023-06-12,Soybean,49.28,Bengaluru APMC,Maharashtra,3245.6
2023-06-12,Cotton,63.78,Madurai,Gujarat,980.5
2023-06-13,Tomato,43.21,Coimbatore APMC,Uttar Pradesh,2205.2
2023-06-13,Potato,13.92,Mumbai APMC,Haryana,3287.5
2023-06-13,Corn,18.34,Bengaluru APMC,Karnataka,1460.6
2023-06-13,Wheat,23.89,Bengaluru APMC,Gujarat,222.4
2023-06-13,Rice,31.17,Bengaluru APMC,Karnataka,859.5
2023-06-13,Soybean,46.5,Koyambedu,Gujarat,4040.8
2023-06-13,Cotton,61.99,Mumbai APMC,Maharashtra,3296.5
2023-06-14,Tomato,43.46,Bengaluru APMC,Tamil Nadu,846.4
2023-06-14,Potato,12.8,Madurai,Rajasthan,1950.8
2023-06-14,Corn,16.58,Hyderabad,Tamil Nadu,2456.4
2023-06-14,Wheat,20.84,Bengaluru APMC,Haryana,3868.2
2023-06-14,Rice,30.11,Delhi Azadpur,Haryana,1330.3
2023-06-14,Soybean,46.08,Koyambedu,Gujarat,2535.2
2023-06-14,Cotton,66.53,Hyderabad,Punjab,4228.6
2023-06-15,Tomato,42.51,Mumbai APMC,Maharashtra,3938.2
2023-06-15,Potato,12.96,Bengaluru APMC,Rajasthan,3810.1
2023-06-15,Corn,21.37,Koyambedu,Karnataka,84.4
2023-06-15,Wheat,25.46,Delhi Azadpur,Andhra Pradesh,2598.7
2023-06-15,Rice,30.5,Hyderabad,Haryana,290.3
2023-06-15,Soybean,44.24,Delhi Azadpur,Tamil Nadu,651.7
2023-06-15,Cotton,67.43,Hyderabad,Gujarat,1867.2
2023-06-16,Tomato,38.83,Mumbai APMC,Uttar Pradesh,2157.2
2023-06-16,Potato,11.45,Delhi Azadpur,Tamil Nadu,2736.6
2023-06-16,Corn,19.45,Madurai,Uttar Pradesh,1816.6
2023-06-16,Wheat,27.57,Chennai APMC,Gujarat,1656.9
